TO_Time_UTC,jNO2_up,jNO2_down,jNO2_total,NO_ppbv,NO2_ppbv,NOy_ppbv,O3_ppbv,NOx_ppbv,Ox_ppbv,CO2_ppm,CO2_i_ppm,CH4_ppb,CH4_i_ppb,CO_ppb,CO_i_ppb,H2O_pct,H2O_i_pct,AmbTemp,RelHumidity,StaticPrs,VertWindSpd,WindDir,WindSpd,Heading,Pitch,Roll,TrueAirSpd,GPSAlt,GPSLat,GPSLon,Flight_Number
60835,0.01025,0.001952,0.0122,0.153,-0.003,-0.058,56.98,0.15,56.978,,413.63,,1905.4,61.1,61.7,,0.537,,,,,,,,,,,2410.05,38.891,-121.439,20220903
60836,0.01021,0.001977,0.01218,0.007,0.017,-0.012,56.899,0.024,56.916,413.68,413.69,1905.5,1905.5,,65.5,0.535,0.533,,,,,,,,,,,2413.72,38.892,-121.439,20220903
60837,0.01021,0.001969,0.01218,0.06,0.012,0.078,56.797,0.073,56.81,,413.73,,1905.6,69.7,69.2,,0.528,,,,,,,,,,,2416.19,38.892,-121.44,20220903
60838,0.01024,0.001943,0.01218,-0.06,0.056,-0.041,56.888,-0.004,56.944,413.76,413.76,,1905.8,,65.2,0.525,0.524,,,,,,,,,,,2421.33,38.892,-121.44,20220903
60839,0.01026,0.00196,0.01222,0.009,0.039,0.083,57.101,0.048,57.14,,413.77,1905.9,1905.9,57.8,60.0,,0.521,,,,,,,,,,,2422.21,38.893,-121.44,20220903
60840,0.01027,0.001952,0.01222,0.02,-0.001,0.058,56.982,0.019,56.982,413.78,413.77,,1905.9,,59.0,0.517,0.517,,,,,,,,,,,2424.87,38.893,-121.441,20220903
60841,0.01027,0.001952,0.01222,0.145,0.044,0.102,57.246,0.188,57.289,,413.82,1905.9,1906.0,,61.2,,0.511,,,,,,,,,,,2429.31,38.893,-121.442,20220903
60842,0.01032,0.001995,0.01231,0.057,-0.028,0.101,57.571,0.028,57.543,,413.9,,1906.0,62.8,62.8,0.502,0.505,,,,,,,,,,,2431.2,38.894,-121.442,20220903
60843,0.01032,0.001977,0.01229,-0.013,-0.055,0.029,57.664,-0.068,57.608,413.95,413.97,1906.1,1906.1,,62.8,,0.498,,,,,,,,,,,2434.7,38.894,-121.443,20220903
60844,0.01031,0.001977,0.01228,-0.029,0.044,0.11,57.585,0.015,57.629,,414.03,,1906.2,62.7,62.7,,0.49,,,,,,,,,,,2435.23,38.895,-121.443,20220903
60845,0.01032,0.002003,0.01232,-0.088,0.036,-0.007,57.696,-0.052,57.732,414.09,414.09,1906.4,1906.3,,63.7,0.484,0.481,,,,,,,,,,,2436.8,38.895,-121.443,20220903
60846,0.0103,0.001943,0.01224,0.031,0.03,0.166,57.94,0.061,57.971,,414.17,,1906.5,65.1,64.7,,0.473,,,,,,,,,,,2439.46,38.895,-121.444,20220903
60847,0.01032,0.00196,0.01228,0.034,0.009,-0.004,58.05,0.044,58.059,414.26,414.24,,1906.8,,64.4,0.464,0.464,,,,,,,,,,,2440.6,38.896,-121.444,20220903
60848,0.0103,0.001995,0.01229,0.097,0.021,-0.034,58.627,0.118,58.648,,414.29,1907.0,1907.1,,63.4,,0.461,,,,,,,,,,,2443.63,38.896,-121.445,20220903
60849,0.0103,0.001986,0.01229,0.091,-0.021,0.003,58.984,0.07,58.963,,414.33,,1907.3,62.7,61.8,0.456,0.457,,,,,,,,,,,2444.12,38.897,-121.445,20220903
60850,0.0103,0.002003,0.0123,0.061,0.06,0.024,59.152,0.121,59.212,414.35,414.36,1907.6,1907.6,,59.0,,0.453,,,,,,,,,,,2447.07,38.897,-121.446,20220903
60851,0.01028,0.001986,0.01227,0.092,-0.008,-0.046,59.587,0.084,59.579,,414.39,,1907.8,56.3,56.3,,0.449,,,,,,,,,,,2449.1,38.897,-121.447,20220903
60852,0.0103,0.002046,0.01235,0.071,-0.029,-0.058,60.572,0.042,60.543,414.41,414.41,1908.0,1908.0,,58.1,0.446,0.445,,,,,,,,,,,2450.44,38.898,-121.447,20220903
60853,0.0103,0.001952,0.01225,-0.071,0.037,-0.046,60.994,-0.034,61.031,,414.4,,1908.2,60.4,59.9,,0.441,,,,,,,,,,,2454.26,38.898,-121.448,20220903
60854,0.01031,0.001986,0.01229,0.374,-0.047,-0.044,61.113,0.328,61.066,414.38,414.39,,1908.4,,61.4,0.438,0.438,,,,,,,,,,,2454.86,38.898,-121.448,20220903
60855,0.01029,0.001995,0.01229,0.012,0.027,-0.009,61.201,0.039,61.228,,414.42,1908.5,1908.5,,62.8,,0.439,,,,,,,,,,,2457.86,38.899,-121.449,20220903
60856,0.0103,0.001977,0.01228,0.091,0.036,-0.031,61.444,0.127,61.48,414.48,414.46,,1908.5,63.6,63.9,0.439,0.439,,,,,,,,,,,2460.16,38.899,-121.449,20220903
60857,0.0103,0.001995,0.01229,0.05,0.028,0.01,61.406,0.078,61.434,,414.49,1908.5,1908.5,,64.6,,0.437,,,,,,,,,,,2462.89,38.9,-121.45,20220903
60858,0.01032,0.001995,0.01231,0.004,0.008,-0.048,,0.011,,,414.53,,1908.5,65.2,65.4,,0.435,,,,,,,,,,,2465.18,38.9,-121.45,20220903
60859,0.01031,0.002021,0.01233,-0.041,0.0,0.084,,-0.041,,414.55,414.56,1908.5,1908.5,,66.9,0.433,0.431,,,,,,,,,,,2467.13,38.901,-121.451,20220903
60860,0.01031,0.001969,0.01228,0.103,0.004,-0.043,,0.108,,,414.61,,1908.7,68.6,68.4,,0.424,,,,,,,,,,,2468.14,38.901,-121.451,20220903
60861,0.01029,0.001969,0.01226,0.058,-0.002,0.02,60.037,0.056,60.036,414.67,414.66,,1908.9,,68.9,0.419,0.419,,,,,,,,,,,2470.74,38.901,-121.452,20220903
60862,0.01029,0.002012,0.0123,-0.031,-0.006,-0.017,61.114,-0.038,61.108,,414.69,1909.0,1909.2,69.3,69.1,,0.414,,,,,,,,,,,2472.46,38.901,-121.452,20220903
60863,0.01031,0.001995,0.0123,0.034,0.041,0.032,61.59,0.075,61.631,414.73,414.72,,1909.5,,67.0,0.409,0.41,,,,,,,,,,,2475.81,38.902,-121.453,20220903
60864,0.01031,0.002012,0.01232,0.04,0.08,-0.081,61.075,0.121,61.155,,414.73,1909.8,1909.8,,62.5,,0.409,,,,,,,,,,,2477.25,38.902,-121.454,20220903
60865,0.01028,0.001986,0.01227,0.111,-0.034,0.071,60.628,0.077,60.594,,414.74,,1909.9,59.0,59.3,0.408,0.408,,,,,,,,,,,2481.62,38.903,-121.454,20220903
60866,0.01029,0.001995,0.01229,-0.128,0.033,0.02,60.218,-0.095,60.251,414.75,414.76,1909.9,1909.9,,60.6,,0.406,,,,,,,,,,,2482.3,38.903,-121.455,20220903
60867,0.01032,0.00196,0.01228,-0.044,-0.008,0.031,60.891,-0.052,60.883,,414.81,,1910.0,62.0,62.0,,0.402,,,,,,,,,,,2485.91,38.903,-121.455,20220903
60868,0.01029,0.001977,0.01227,0.006,0.049,0.006,61.54,0.055,61.589,414.86,414.86,1910.1,1910.1,,60.5,0.399,0.397,,,,,,,,,,,2488.45,38.904,-121.456,20220903
60869,0.01031,0.001977,0.01228,-0.029,0.041,0.005,61.356,0.012,61.397,,414.9,,1910.1,58.4,59.0,,0.392,,,,,,,,,,,2491.59,38.904,-121.457,20220903
60870,0.01031,0.001977,0.01228,-0.131,0.056,-0.052,61.523,-0.075,61.578,414.95,414.94,,1910.2,,59.7,0.386,0.386,,,,,,,,,,,2494.69,38.904,-121.457,20220903
60871,0.0103,0.002012,0.01231,0.088,-0.015,-0.1,61.028,0.073,61.013,,415.0,1910.3,1910.2,,61.7,,0.38,,,,,,,,,,,2497.4,38.905,-121.458,20220903
60872,0.01032,0.002021,0.01234,0.167,0.064,0.063,61.365,0.231,61.43,,415.06,,1910.0,63.0,62.8,0.371,0.373,,,,,,,,,,,2501.15,38.905,-121.458,20220903
60873,0.01032,0.002038,0.01235,0.027,-0.019,-0.009,61.825,0.008,61.806,415.1,415.13,1909.8,1909.8,,62.4,,0.367,,,,,,,,,,,2501.89,38.905,-121.459,20220903
60874,0.01032,0.001977,0.01229,0.05,-0.032,-0.015,62.28,0.018,62.248,,415.19,,1909.9,62.0,62.0,,0.361,,,,,,,,,,,2505.96,38.906,-121.459,20220903
60875,0.01031,0.002003,0.01231,0.052,-0.044,-0.103,62.143,0.008,62.099,415.25,415.26,1910.0,1910.0,62.0,62.4,,0.355,,,,,,,,,,,2508.27,38.906,-121.46,20220903
60876,0.0103,0.001995,0.01229,-0.081,0.035,-0.094,62.145,-0.045,62.18,,415.3,,1909.8,63.8,63.5,,0.349,,,,,,,,,,,2512.34,38.907,-121.461,20220903
60877,0.0103,0.001977,0.01228,0.123,-0.01,-0.027,62.118,0.113,62.108,415.36,415.35,,1909.5,,62.5,0.344,0.344,,,,,,,,,,,2513.28,38.907,-121.461,20220903
60878,0.01032,0.001969,0.01229,-0.019,-0.013,-0.06,61.954,-0.032,61.941,,415.32,1909.2,1909.0,,60.6,,0.345,,,,,,,,,,,2516.56,38.907,-121.461,20220903
60879,0.0103,0.001977,0.01228,0.063,0.014,0.013,61.824,0.077,61.838,415.25,415.27,,1908.4,59.6,61.5,0.347,0.346,,,,,,,,,,,2519.93,38.907,-121.462,20220903
60880,0.01031,0.002003,0.01231,0.013,0.004,0.035,61.802,0.016,61.806,,415.24,1907.7,1907.7,,65.8,,0.35,,,,,,,,,,,2521.89,38.908,-121.462,20220903
60881,0.01032,0.002046,0.01236,0.031,0.001,0.032,61.972,0.032,61.972,,415.21,,1907.6,69.4,68.8,,0.355,,,,,,,,,,,2526.55,38.908,-121.463,20220903
60882,0.01029,0.002029,0.01232,0.038,0.001,0.15,62.113,0.039,62.114,415.2,415.19,1907.4,1907.4,,65.2,0.358,0.358,,,,,,,,,,,2527.97,38.908,-121.464,20220903
60883,0.01032,0.002003,0.01232,0.158,0.036,-0.027,62.083,0.195,62.119,,415.16,,1907.2,61.2,61.6,,0.358,,,,,,,,,,,2532.51,38.909,-121.464,20220903
60884,0.01032,0.002021,0.01234,0.168,0.001,-0.009,61.933,0.169,61.934,415.12,415.13,,1906.9,,60.6,0.358,0.358,,,,,,,,,,,2535.92,38.909,-121.465,20220903
60885,0.01032,0.002003,0.01232,0.161,0.003,0.1,62.156,0.165,62.159,,415.16,1906.7,1906.3,59.7,60.0,,0.355,,,,,,,,,,,2539.01,38.91,-121.466,20220903
60886,0.01032,0.002021,0.01234,-0.145,0.052,0.169,62.095,-0.093,62.148,415.22,415.2,,1905.5,,59.3,0.351,0.351,,,,,,,,,,,2540.83,38.91,-121.466,20220903
60887,0.01032,0.002064,0.01239,0.12,0.012,0.042,61.97,0.132,61.981,,415.22,1904.7,1904.7,,58.5,,0.351,,,,,,,,,,,2545.81,38.91,-121.467,20220903
60888,0.01032,0.002003,0.01232,0.072,0.052,-0.013,61.91,0.124,61.962,,415.24,,1904.6,58.0,57.6,0.35,0.35,,,,,,,,,,,2546.53,38.91,-121.467,20220903
60889,0.01032,0.002029,0.01235,0.033,-0.005,0.142,62.241,0.028,62.236,415.25,415.22,1904.5,1904.5,,55.8,,0.353,,,,,,,,,,,2549.1,38.911,-121.468,20220903
60890,0.01032,0.002029,0.01235,0.03,0.034,0.114,62.321,0.064,62.354,,415.12,,1904.5,53.9,54.1,,0.359,,,,,,,,,,,2552.49,38.911,-121.468,20220903
60891,0.01032,0.002046,0.01236,0.203,-0.048,0.003,62.533,0.155,62.485,415.02,415.02,,1904.5,,55.0,0.363,0.366,,,,,,,,,,,2554.75,38.911,-121.469,20220903
60892,0.01032,0.002003,0.01232,0.016,0.037,0.055,62.05,0.053,62.087,,414.91,1904.6,1904.5,56.5,56.1,,0.377,,,,,,,,,,,2558.26,38.912,-121.469,20220903
60893,0.0103,0.002038,0.01234,0.04,-0.01,0.142,62.278,0.03,62.268,414.76,414.8,,1904.3,,57.7,0.389,0.388,,,,,,,,,,,2562.0,38.912,-121.47,20220903
60894,0.01033,0.002038,0.01237,-0.105,0.063,0.107,61.978,-0.042,62.041,,414.7,1904.1,1904.0,,59.6,,0.398,,,,,,,,,,,2564.64,38.913,-121.47,20220903
60895,0.01034,0.002038,0.01238,0.117,0.018,0.083,62.03,0.134,62.048,,414.6,,1903.6,61.0,61.2,0.412,0.408,,,,,,,,,,,2567.84,38.913,-121.471,20220903
60896,0.01032,0.002003,0.01232,0.131,-0.005,-0.015,61.938,0.126,61.933,414.54,414.51,1903.1,1903.2,,62.1,,0.418,,,,,,,,,,,2571.47,38.913,-121.472,20220903
60897,0.01038,0.002055,0.01244,0.14,-0.063,0.025,62.345,0.077,62.282,,414.43,,1903.1,62.9,62.9,,0.426,,,,,,,,,,,2573.66,38.914,-121.472,20220903
60898,0.01034,0.002029,0.01237,0.169,-0.029,0.018,62.34,0.141,62.311,414.36,414.35,1903.0,1903.0,,62.2,0.432,0.436,,,,,,,,,,,2578.64,38.914,-121.473,20220903
60899,0.01037,0.002003,0.01237,0.057,-0.005,-0.004,62.57,0.052,62.565,,414.24,,1902.9,61.2,61.4,,0.449,,,,,,,,,,,2579.39,38.914,-121.473,20220903
60900,0.01035,0.002038,0.01239,-0.034,0.044,0.081,62.337,0.011,62.382,414.12,414.14,,1902.8,,60.8,0.462,0.462,,,,,,,,,,,2583.52,38.915,-121.474,20220903
60901,0.01032,0.002021,0.01234,0.011,0.002,-0.03,62.486,0.013,62.489,,414.1,1902.7,1902.6,,60.2,,0.467,,,,,,,,,,,2586.37,38.915,-121.474,20220903
60902,0.01035,0.002021,0.01237,0.049,0.011,0.109,62.314,0.06,62.325,,414.08,,1902.4,59.8,60.4,0.474,0.472,,,,,,,,,,,2588.24,38.915,-121.475,20220903
60903,0.01035,0.002012,0.01236,0.117,0.008,0.094,62.501,0.125,62.509,414.06,414.03,1902.1,1902.1,,62.0,,0.479,,,,,,,,,,,2593.89,38.916,-121.475,20220903
60904,0.01034,0.002046,0.01239,-0.018,-0.008,0.025,62.526,-0.025,62.518,,413.96,,1902.0,63.6,63.5,,0.487,,,,,,,,,,,2594.77,38.916,-121.476,20220903
60905,0.01032,0.002055,0.01238,0.049,0.001,0.1,62.625,0.05,62.626,413.89,413.89,1901.8,1901.9,,62.3,0.492,0.495,,,,,,,,,,,2597.94,38.916,-121.476,20220903
60906,0.01034,0.002029,0.01237,0.091,-0.038,-0.104,62.428,0.053,62.39,,413.81,,1901.7,60.7,61.0,,0.502,,,,,,,,,,,2602.05,38.917,-121.477,20220903
60907,0.01036,0.002038,0.0124,-0.028,0.034,0.186,62.505,0.006,62.539,413.72,413.74,,1901.6,,61.7,0.509,0.509,,,,,,,,,,,2605.25,38.917,-121.477,20220903
60908,0.01034,0.002029,0.01237,0.077,-0.051,0.078,61.901,0.026,61.85,,413.71,1901.4,1901.4,,63.1,,0.514,,,,,,,,,,,2609.82,38.918,-121.478,20220903
60909,0.01032,0.002064,0.01239,-0.127,0.063,0.122,61.509,-0.064,61.572,,413.7,,1901.3,63.9,63.2,0.521,0.519,,,,,,,,,,,2612.96,38.918,-121.479,20220903
60910,0.01032,0.002046,0.01237,0.071,-0.011,0.107,61.842,0.059,61.83,413.69,413.65,1901.2,1901.2,,61.2,,0.525,,,,,,,,,,,2617.32,38.918,-121.479,20220903
60911,0.01035,0.002072,0.01242,0.047,0.071,0.107,61.761,0.119,61.832,,413.57,,1901.0,59.3,59.3,,0.532,,,,,,,,,,,2618.1,38.919,-121.479,20220903
60912,0.01035,0.002072,0.01242,0.096,0.015,0.099,62.224,0.111,62.239,413.51,413.49,1900.8,1900.9,,59.3,0.536,0.54,,,,,,,,,,,2622.29,38.919,-121.48,20220903
60913,0.01037,0.002003,0.01237,-0.116,0.071,0.152,61.745,-0.045,61.816,,413.4,,1900.7,59.3,59.3,,0.55,,,,,,,,,,,2625.63,38.919,-121.481,20220903
60914,0.01039,0.002003,0.0124,0.131,0.009,0.081,61.611,0.14,61.621,413.3,413.31,,1900.4,,60.5,0.559,0.56,,,,,,,,,,,2627.7,38.92,-121.481,20220903
60915,0.01038,0.002038,0.01241,,,,,,,,413.23,1900.2,1900.2,,62.1,,0.567,,,,,,,,,,,2633.09,38.92,-121.482,20220903
60916,0.01039,0.002021,0.01241,,,,,,,413.12,413.15,,1900.0,63.0,62.8,0.577,0.575,,,,,,,,,,,2636.04,38.92,-121.482,20220903
60917,0.0104,0.002038,0.01244,,,,,,,,413.17,1899.7,1899.7,,62.3,,0.573,,,,,,,,,,,2637.23,38.921,-121.482,20220903
60918,0.01039,0.002046,0.01244,,,,,,,,413.27,,1899.7,61.9,62.2,,0.569,,,,,,,,,,,2640.67,38.921,-121.483,20220903
60919,0.01038,0.002038,0.01242,,,,,,,413.35,413.39,1899.7,1899.7,,64.9,0.567,0.564,,,,,,,,,,,2643.18,38.921,-121.484,20220903
60920,0.01038,0.002055,0.01244,,,,,,,,413.54,,1899.6,68.1,67.6,,0.558,,,,,,,,,,,2646.43,38.922,-121.484,20220903
60921,0.01041,0.002046,0.01246,,,,,,,413.71,413.7,,1899.5,,64.4,0.553,0.549,,,,,,,,,,,2647.89,38.922,-121.485,20220903
60922,0.01039,0.002098,0.01249,,,,,,,,413.91,1899.4,1899.6,57.9,60.0,,0.522,,,,,,,,,,,2651.79,38.923,-121.486,20220903
60923,0.0104,0.002055,0.01246,,,,,,,414.21,414.13,,1900.0,,58.5,0.491,0.495,,,,,,,,,,,2652.43,38.923,-121.486,20220903
60924,0.0104,0.002021,0.01242,,,,,,,,414.32,1900.3,1900.3,,59.7,,0.473,,,,,,,,,,,2654.47,38.923,-121.486,20220903
60925,0.01039,0.002012,0.0124,,,,,,,,414.5,,1900.5,60.7,60.0,0.442,0.451,,,,,,,,,,,2658.01,38.924,-121.487,20220903
60926,0.01042,0.002038,0.01246,,,,,,,414.62,414.65,1900.7,1900.7,,57.1,,0.433,,,,,,,,,,,2659.5,38.924,-121.487,20220903
60927,0.01038,0.002064,0.01245,,,,,,,,414.77,,1900.8,54.1,54.3,,0.418,,,,,,,,,,,2663.5,38.924,-121.488,20220903
60928,0.0104,0.002021,0.01242,,,,,,,414.88,414.88,,1900.9,,56.0,0.406,0.404,,,,,,,,,,,2664.08,38.924,-121.488,20220903
60929,0.0104,0.002081,0.01248,,,,,,,,415.21,1900.9,1901.1,59.1,58.1,,0.395,,,,,,,,,,,2667.02,38.925,-121.489,20220903
60930,0.0104,0.002055,0.01246,,,,,,,415.67,415.55,,1901.3,,60.1,0.384,0.386,,,,,,,,,,,2669.11,38.925,-121.49,20220903
60931,0.01043,0.002081,0.01251,,,,,,,,415.76,1901.5,1901.5,,61.9,,0.388,,,,,,,,,,,2671.8,38.926,-121.49,20220903
60932,0.01039,0.002064,0.01246,,,,,,,,415.9,,1901.3,63.3,63.2,0.395,0.393,,,,,,,,,,,2673.68,38.926,-121.491,20220903
60933,0.01038,0.002038,0.01242,,,,,,,416.0,416.0,1901.0,1901.0,,62.8,,0.393,,,,,,,,,,,2675.45,38.926,-121.491,20220903
60934,0.01039,0.002081,0.01247,,,,,,,,415.99,,1900.9,62.4,62.4,,0.389,,,,,,,,,,,2678.32,38.927,-121.492,20220903
60935,0.01042,0.002055,0.01247,,,,,,,415.99,415.99,,1900.7,,62.0,0.386,0.384,,,,,,,,,,,2680.25,38.927,-121.492,20220903
60936,0.0104,0.002046,0.01245,,,,,,,,416.03,1900.6,1900.7,61.3,61.5,,0.376,,,,,,,,,,,2681.33,38.927,-121.493,20220903
60937,0.01043,0.002064,0.0125,,,,,,,416.07,416.06,,1900.9,,59.3,0.368,0.369,,,,,,,,,,,2684.01,38.928,-121.493,20220903
60938,0.01042,0.002081,0.0125,,,,,,,,415.9,1901.0,1900.9,,55.9,,0.361,,,,,,,,,,,2686.01,38.928,-121.494,20220903
60939,0.01042,0.002021,0.01244,,,,,,,,415.65,,1900.4,53.6,53.8,0.351,0.353,,,,,,,,,,,2689.07,38.928,-121.494,20220903
60940,0.01042,0.002038,0.01246,,,,,,,415.5,415.5,1899.8,1899.8,,54.7,,0.348,,,,,,,,,,,2690.72,38.929,-121.495,20220903
60941,0.01043,0.002064,0.01249,,,,,,,,415.5,,1899.8,55.5,55.6,,0.344,,,,,,,,,,,2694.08,38.929,-121.496,20220903
60942,0.01043,0.002046,0.01248,,,,,,,415.51,415.5,1899.9,1899.9,,58.4,0.342,0.342,,,,,,,,,,,2696.1,38.929,-121.496,20220903
60943,0.0104,0.002072,0.01247,,,,,,,,415.49,,1899.8,61.9,61.2,,0.341,,,,,,,,,,,2698.25,38.93,-121.497,20220903
60944,0.01041,0.002072,0.01248,0.024,0.063,,62.742,0.087,62.805,415.47,415.48,,1899.7,,59.5,0.341,0.341,,,,,,,,,,,2699.18,38.93,-121.497,20220903
60945,0.0104,0.002055,0.01246,0.008,0.014,,63.134,0.022,63.148,,415.42,1899.6,1899.9,,56.2,,0.342,,,,,,,,,,,2703.35,38.93,-121.498,20220903
60946,0.01043,0.002081,0.01252,0.028,0.019,,62.858,0.046,62.876,415.33,415.36,,1900.5,54.3,54.9,0.344,0.344,,,,,,,,,,,2704.09,38.93,-121.498,20220903
60947,0.01044,0.002098,0.01254,0.055,0.009,,63.027,0.064,63.036,,415.33,1901.2,1901.2,,56.5,,0.345,,,,,,,,,,,2707.89,38.931,-121.499,20220903
60948,0.0104,0.002055,0.01246,-0.136,0.053,0.218,63.247,-0.083,63.3,,415.33,,1900.9,57.9,58.0,,0.346,,,,,,,,,,,2710.08,38.931,-121.499,20220903
60949,0.01043,0.002046,0.01247,-0.027,0.016,0.174,62.548,-0.011,62.563,415.33,415.33,1900.6,1900.7,,58.8,0.346,0.348,,,,,,,,,,,2712.82,38.932,-121.5,20220903
60950,0.01042,0.00209,0.01251,0.261,-0.054,0.118,63.102,0.207,63.048,,415.33,,1900.6,59.6,59.5,,0.351,,,,,,,,,,,2713.69,38.932,-121.5,20220903
60951,0.01042,0.002115,0.01253,-0.057,0.022,0.215,62.104,-0.035,62.126,415.34,415.34,,1900.5,,58.0,0.354,0.354,,,,,,,,,,,2717.73,38.932,-121.501,20220903
60952,0.01043,0.002064,0.01249,0.152,0.015,0.254,62.023,0.166,62.038,,415.31,1900.5,1900.7,,55.8,,0.354,,,,,,,,,,,2718.35,38.933,-121.501,20220903
60953,0.01043,0.002081,0.01252,0.15,0.028,0.169,62.356,0.178,62.385,415.28,415.29,,1901.2,54.7,55.3,0.353,0.353,,,,,,,,,,,2721.53,38.933,-121.502,20220903
60954,0.01043,0.002072,0.01251,-0.015,0.029,0.182,62.321,0.013,62.35,,415.27,1901.6,1901.6,,56.6,,0.353,,,,,,,,,,,2724.01,38.933,-121.503,20220903
60955,0.01041,0.002064,0.01247,-0.035,-0.003,0.232,61.595,-0.038,61.591,,415.26,,1902.1,57.6,57.9,0.353,0.353,,,,,,,,,,,2727.11,38.934,-121.503,20220903
60956,0.01043,0.002081,0.01251,0.088,0.012,0.267,61.241,0.1,61.253,415.26,415.25,1902.7,1902.5,,59.2,,0.354,,,,,,,,,,,2729.42,38.934,-121.504,20220903
60957,0.01043,0.002055,0.01248,0.13,0.004,0.21,61.917,0.134,61.921,,415.24,,1902.7,60.7,60.5,,0.354,,,,,,,,,,,2732.03,38.934,-121.504,20220903
60958,0.01042,0.002081,0.0125,0.067,0.037,0.144,61.91,0.104,61.947,415.23,415.23,,1902.8,,59.1,0.354,0.354,,,,,,,,,,,2734.79,38.935,-121.505,20220903
60959,0.01041,0.002107,0.01252,0.025,0.007,0.166,62.381,0.033,62.388,,415.23,1902.9,1902.8,56.4,57.3,,0.354,,,,,,,,,,,2736.81,38.935,-121.505,20220903
60960,0.01039,0.002098,0.01249,0.183,-0.025,0.05,61.644,0.158,61.619,415.24,415.24,,1902.8,,57.6,0.353,0.353,,,,,,,,,,,2740.25,38.936,-121.506,20220903
60961,0.01044,0.002115,0.01256,-0.081,0.021,0.24,,-0.061,,,415.25,1902.8,1902.8,,59.8,,0.354,,,,,,,,,,,2740.85,38.936,-121.506,20220903
60962,0.01043,0.002133,0.01256,0.051,0.028,0.171,,0.079,,,415.28,,1902.9,61.6,61.6,0.354,0.354,,,,,,,,,,,2743.87,38.936,-121.507,20220903
60963,0.01043,0.002107,0.01253,0.047,0.098,0.259,,0.144,,415.3,415.29,1903.0,1903.0,,62.0,,0.354,,,,,,,,,,,2746.14,38.936,-121.507,20220903
60964,0.01044,0.002055,0.0125,0.005,0.075,0.265,62.431,0.081,62.507,,415.28,,1902.9,62.4,62.4,,0.355,,,,,,,,,,,2749.31,38.937,-121.508,20220903
60965,0.01045,0.002141,0.01259,-0.028,-0.011,0.184,61.894,-0.039,61.882,415.27,415.27,1902.7,1902.8,,61.5,0.355,0.356,,,,,,,,,,,2750.01,38.937,-121.508,20220903
60966,0.01046,0.002064,0.01252,-0.079,0.048,0.063,60.656,-0.031,60.704,,415.27,,1902.6,60.0,60.4,,0.357,,,,,,,,,,,2751.96,38.937,-121.509,20220903
60967,0.01046,0.002115,0.01258,0.002,0.096,0.076,60.983,0.098,61.079,415.26,415.26,,1902.4,,58.9,0.358,0.358,,,,,,,,,,,2754.53,38.938,-121.51,20220903
60968,0.01043,0.002081,0.01251,0.037,0.039,0.151,60.178,0.076,60.217,,415.27,1902.2,1902.2,,57.0,,0.358,,,,,,,,,,,2756.61,38.938,-121.51,20220903
60969,0.01043,0.002133,0.01257,-0.115,0.079,0.146,59.829,-0.036,59.908,,415.27,,1902.3,55.6,56.0,0.358,0.358,,,,,,,,,,,2758.99,38.939,-121.511,20220903
60970,0.01043,0.00209,0.01252,-0.042,-0.002,0.022,59.207,-0.044,59.205,415.27,415.28,1902.3,1902.3,,57.5,,0.358,,,,,,,,,,,2761.32,38.939,-121.511,20220903
60971,0.01047,0.002115,0.01259,0.006,-0.036,0.138,,-0.03,,,415.28,,1902.3,59.1,59.0,,0.359,,,,,,,,,,,2763.7,38.939,-121.512,20220903
60972,0.01045,0.002124,0.01258,-0.111,0.055,0.128,,-0.056,,415.29,415.29,1902.3,1902.3,,59.8,0.36,0.36,,,,,,,,,,,2766.02,38.94,-121.512,20220903
60973,0.01045,0.002115,0.01257,0.071,0.032,0.076,,0.104,,,415.29,,1902.2,60.8,60.6,,0.359,,,,,,,,,,,2767.87,38.94,-121.513,20220903
60974,0.01042,0.002107,0.01252,0.134,-0.044,-0.005,58.591,0.09,58.547,415.29,415.29,,1902.1,,61.7,0.359,0.359,,,,,,,,,,,2769.02,38.94,-121.513,20220903
60975,0.01044,0.00209,0.01253,-0.077,-0.012,0.027,58.044,-0.089,58.032,,415.3,1902.0,1902.0,,62.9,,0.359,,,,,,,,,,,2772.35,38.941,-121.514,20220903
60976,0.01047,0.002107,0.01258,0.018,-0.002,0.129,57.476,0.015,57.474,,415.3,,1902.0,63.7,63.3,0.36,0.36,,,,,,,,,,,2774.9,38.941,-121.515,20220903
60977,0.01046,0.002115,0.01258,0.101,0.008,0.077,,0.109,,415.3,415.3,1902.0,1902.0,,62.2,,0.359,,,,,,,,,,,2775.41,38.942,-121.515,20220903
60978,0.01049,0.00209,0.01258,0.029,-0.012,0.033,,0.017,,,415.3,,1902.0,61.1,61.1,,0.359,,,,,,,,,,,2777.16,38.942,-121.515,20220903
60979,0.01045,0.00209,0.01254,0.025,0.019,0.048,,0.044,,415.3,415.29,1902.0,1902.0,,61.9,0.359,0.359,,,,,,,,,,,2779.65,38.942,-121.516,20220903
60980,0.01045,0.002098,0.01255,-0.168,0.06,0.166,58.336,-0.108,58.395,,415.28,,1902.1,63.0,62.8,,0.359,,,,,,,,,,,2781.24,38.943,-121.516,20220903
60981,0.01049,0.002124,0.01261,-0.134,0.028,0.006,57.697,-0.106,57.725,415.27,415.27,,1902.1,,62.2,0.359,0.359,,,,,,,,,,,2784.38,38.943,-121.517,20220903
